lemma	iztočnica	besedna vrsta	številka pomena	indikator
gornik	gornik	samostalnik	1	grm
gornik	gornik	samostalnik	2	veter
aerodinamika	aerodinamika	samostalnik	1	fizikalna lastnost
aerodinamika	aerodinamika	samostalnik	2	veda
kerling	kerling	samostalnik	1	športna igra
zborovodja	zborovodja	samostalnik	1	vodja pevskega zbora
računovodja	računovodja	samostalnik	1	ženska, ki vodi račune
aga	aga	samostalnik	1	vrsta žabe
prezbiterij	prezbiterij	samostalnik	1	del cerkve
bivalen	bivalen	pridevnik	1	o pogojih za bivanje
bivalen	bivalen	pridevnik	2	namenjen bivanju
polkovnik	polkovnik	samostalnik	1	vojaški čin
sklanjati	sklanjati	glagol	1	o glavi
sklanjati	sklanjati	glagol	2	o rastlini
sklanjati	sklanjati	glagol	3	spreminjati končnice besede
cilinder	cilinder	samostalnik	1	del stroja
cilinder	cilinder	samostalnik	2	moško pokrivalo
cilinder	cilinder	samostalnik	3	del petrolejske svetilke
cilinder	cilinder	samostalnik	4	del ključavnice
avtomobilski	avtomobilski	pridevnik	1	o avtomobilih
boleti	boleti	glagol	1	o telesni bolečini
boleti	boleti	glagol	2	o duševni bolečini
barvica	barvica	samostalnik	1	barvni svinčnik
barvica	barvica	samostalnik	2	ličilo
naglušen	naglušen	pridevnik	1	ki ima okvaro sluha
saharin	saharin	samostalnik	1	umetno sladilo
obločnica	obločnica	samostalnik	1	svetilka
bajka	bajka	samostalnik	1	pripovedka
bajka	bajka	samostalnik	2	izmišljotina
hladilnik	hladilnik	samostalnik	1	gospodinjski aparat
hladilnik	hladilnik	samostalnik	2	naprava za hlajenje
taoizem	taoizem	samostalnik	1	filozofska smer in religija
CD	CD	samostalnik	1	naprava
bluza	bluza	samostalnik	1	oblačilo
avtomatičen	avtomatičen	pridevnik	1	o napravah
avtomatičen	avtomatičen	pridevnik	2	vnaprej določen
avtomatičen	avtomatičen	pridevnik	3	nezaveden; refleksen;
blebetati	blebetati	glagol	1	nesmiselno govoriti
brezglavo	brezglavo	prislov	1	nepremišljeno
trohej	trohej	samostalnik	1	vrsta ritma
blažen	blažen	pridevnik	1	srečen
blažen	blažen	pridevnik	2	razglašen za zveličanega
blažen	blažen	pridevnik	3	blagoslovljen
bucika	bucika	samostalnik	1	igla z glavico
argument	argument	samostalnik	1	utemeljen razlog
argument	argument	samostalnik	2	neodvisna spremenljivka
sodar	sodar	samostalnik	1	izdelovalec sodov
razvodje	razvodje	samostalnik	1	ozemlje med porečji
atentat	atentat	samostalnik	1	napad
atentat	atentat	samostalnik	2	kritiziranje
vetrovnic	vetrovnica	samostalnik	1	pri kompasu
sarkazem	sarkazem	samostalnik	1	raba zbadljivih pripomb
trombonist	trombonist	samostalnik	1	glasbenik
agraren	agraren	pridevnik	1	poljedelski
saksofonist	saksofonist	samostalnik	1	glasbenik
čelo	čelo	samostalnik	1	glasbilo
čelo	čelo	samostalnik	2	igranje čela
čelo	čelo	samostalnik	3	kdor igra čelo
cigareta	cigareta	samostalnik	1	zvitek tobaka
veseloigra	veseloigra	samostalnik	1	gledališka igra
blesteti	blesteti	glagol	1	biti zelo uspešen
blesteti	blesteti	glagol	2	biti zadovoljen; biti ponosen;
davek	davek	samostalnik	1	denarna dajatev
davek	davek	samostalnik	2	negativne posledice
črtast	črtast	pridevnik	1	ki ima vzorec v obliki črt
barvit	barvit	pridevnik	1	različnih barv; pisan;
barvit	barvit	pridevnik	2	raznolik
ambicija	ambicija	samostalnik	1	želja po uspehu
oksimoron	oksimoron	samostalnik	1	o nesmiselnem izrazu
oksimoron	oksimoron	samostalnik	2	o nelogični izjavi
peščenjak	peščenjak	samostalnik	1	kamnina
hugenot	hugenot	samostalnik	1	francoski protestant
bojkotirati	bojkotirati	glagol	1	ne udeležiti se
bojkotirati	bojkotirati	glagol	2	ne kupovati
bojkotirati	bojkotirati	glagol	3	prekiniti sodelovanje
aranžma	aranžma	samostalnik	1	turistična ponudba
aranžma	aranžma	samostalnik	2	ureditev cvetja
aranžma	aranžma	samostalnik	3	priredba
aranžma	aranžma	samostalnik	4	sporazum
nato	NATO	samostalnik	1	mednarodna organizacija
faktura	faktura	samostalnik	1	račun
faktura	faktura	samostalnik	2	zgradba umetniškega dela
komutator	komutator	samostalnik	1	del stroja
adaptacija	adaptacija	samostalnik	1	prenova stavbe
adaptacija	adaptacija	samostalnik	2	priredba
adaptacija	adaptacija	samostalnik	3	prilagoditev
atest	atest	samostalnik	1	potrdilo
atest	atest	samostalnik	2	preizkus ustreznosti
gospodinjstvo	gospodinjstvo	samostalnik	1	dom; hišna opravila;
gospodinjstvo	gospodinjstvo	samostalnik	2	učni predmet
gospodinjstvo	gospodinjstvo	samostalnik	3	stanovanjska enota
bati	bala	samostalnik	1	stisnjena krma
bati	bala	samostalnik	2	nevestina oprema
arhiv	arhiv	samostalnik	1	ustanova
arhiv	arhiv	samostalnik	2	zbirka
arhiv	arhiv	samostalnik	3	o hrambi datotek
arhiv	arhiv	samostalnik	4	prostor za hranjenje vin
arbiter	arbiter	samostalnik	1	razsodnik
arbiter	arbiter	samostalnik	2	avtoriteta
anatomija	anatomija	samostalnik	1	znanstvena veda
anatomija	anatomija	samostalnik	2	zgradba telesa
čajanka	čajanka	samostalnik	1	kulturna prireditev
čajanka	čajanka	samostalnik	2	popoldansko pitje čaja
adolescenca	adolescenca	samostalnik	1	odraščanje
cvetica	cvetica	samostalnik	1	rastlina s cvetom
cvetica	cvetica	samostalnik	2	aroma vina
broširan	broširan	pridevnik	1	mehko vezan
arheolog	arheolog	samostalnik	1	strokovnjak za arheologijo
polkovin	polkovina	samostalnik	1	vrsta kemijskega elementa
avtonomen	avtonomen	pridevnik	1	ki ima politično samoupravo
avtonomen	avtonomen	pridevnik	2	samostojen; neodvisen;
avtonomen	avtonomen	pridevnik	3	o stroju ali napravi
čajnica	čajnica	samostalnik	1	gostinski lokal
abstraktno	abstraktno	prislov	1	miselno; predstavno;
abstraktno	abstraktno	prislov	2	nejasno; nenazorno;
brat	brat	samostalnik	1	sorodnik
brat	brat	samostalnik	2	pripadnik skupine
brat	brat	samostalnik	3	pripadnik verskega reda
brat	brat	samostalnik	4	sorodna stvar
oktaeder	oktaeder	samostalnik	1	geometrijsko telo
čelada	čelada	samostalnik	1	zaščitno pokrivalo
cvet	cvet	samostalnik	1	del rastline
cvet	cvet	samostalnik	2	cvetlica; roža;
cvet	cvet	samostalnik	3	najboljši del
nekrolog	nekrolog	samostalnik	1	članek o umrli osebi
avokado	avokado	samostalnik	1	sadež
aorta	aorta	samostalnik	1	žila
brizgalka	brizgalka	samostalnik	1	v zdravstvu
brizgalek	brizgalka	samostalnik	2	naprava za brizganje vode
brizgalek	brizgalka	samostalnik	3	slaščičarski pripomoček
železobeton	železobeton	samostalnik	1	gradbeni material
avtoritaren	avtoritaren	pridevnik	1	diktatorski
avtoritaren	avtoritaren	pridevnik	2	ukazovalen
civilist	civilist	samostalnik	1	nevojak
sinagoga	sinagoga	samostalnik	1	verski objekt
gozdarstvo	gozdarstvo	samostalnik	1	veda in panoga
bilka	bilka	samostalnik	1	rastlinsko steblo
barvitost	barvitost	samostalnik	1	barvna raznolikost
barvitost	barvitost	samostalnik	2	pestrost; značilnost;
peteroboj	peteroboj	samostalnik	1	tekmovanje v petih panogah
arheološki	arheološki	pridevnik	1	o arheologiji
tovarnar	tovarnar	samostalnik	1	lastnik tovarne
pavek	pavka	samostalnik	1	glasbilo
avtomatično	avtomatično	prislov	1	vnaprej določeno
avtomatično	avtomatično	prislov	2	samodejno
avtomatično	avtomatično	prislov	3	nezavedno; refleksno;
tvist	tvist	samostalnik	1	ples
tvist	tvist	samostalnik	2	vrsta glasbe
tvist	tvist	samostalnik	3	preobrat
tvist	tvist	samostalnik	4	razpršeni zgledi - možni pomeni
absurdnost	absurdnost	samostalnik	1	nesmiselnost
absurdnost	absurdnost	samostalnik	2	smešnost
sokota	sokot	samostalnik	1	vrsta kota
avto	avto	samostalnik	1	prevozno sredstvo
voltmeter	voltmeter	samostalnik	1	merilna naprava
belina	belina	samostalnik	1	bela barva
belina	belina	samostalnik	2	kar je bele barve
belina	belina	samostalnik	3	o nastavitvah
funkcionar	funkcionar	samostalnik	1	uradnik
mecen	mecen	samostalnik	1	finančni podpornik
nadglavišče	nadglavišče	samostalnik	1	o točki na nebu
scenograf	scenograf	samostalnik	1	oblikovalec scene
ciklus	ciklus	samostalnik	1	obdobje
ciklus	ciklus	samostalnik	2	o umetniških delih
terakot	terakota	samostalnik	1	vrsta lončenine
neolitik	neolitik	samostalnik	1	obdobje prazgodovine
jedek	jedek	pridevnik	1	ki razjeda
jedek	jedek	pridevnik	2	intenziven; oster;
jedek	jedek	pridevnik	3	zajedljiv; piker;
badminton	badminton	samostalnik	1	šport
cunami	cunami	samostalnik	1	popotresni val
cunami	cunami	samostalnik	2	o negativnih dogodkih
klavzula	klavzula	samostalnik	1	določba v pogodbi
aerodinamičen	aerodinamičen	pridevnik	1	učinkovit pri gibanju skozi zrak
avtomobil	avtomobil	samostalnik	1	prevozno sredstvo
slovar	slovar	samostalnik	1	jezikovni priročnik
slovar	slovar	samostalnik	2	besedišče
častiti	častiti	glagol	1	povabiti in plačati račun
bolnišnica	bolnišnica	samostalnik	1	zdravstvena ustanova
česati	česati	glagol	1	urejati lase ali dlako
česati	česati	glagol	2	o vlaknih
česati	česati	glagol	3	temeljito preiskovati
trzalica	trzalica	samostalnik	1	pripomoček za igranje kitare
cikličen	cikličen	pridevnik	1	ponavljajoč
cikličen	cikličen	pridevnik	2	vsebinsko povezan v celoto
cikličen	cikličen	pridevnik	3	o spojini
cikličen	cikličen	pridevnik	4	iz več povezanih stavkov
agonija	agonija	samostalnik	1	umiranje
agonija	agonija	samostalnik	2	težavno obdobje
arheologija	arheologija	samostalnik	1	znanstvena veda
trobentar	trobentar	samostalnik	1	glasbenik
čebula	čebula	samostalnik	1	rastlina
čistilec	čistilec	samostalnik	1	kdor se ukvarja s čiščenjem
čistilec	čistilec	samostalnik	2	naprava
čistilec	čistilec	samostalnik	3	rastlina
cenen	cenen	pridevnik	1	poceni
cenen	cenen	pridevnik	2	slabše kakovosti
cenen	cenen	pridevnik	3	nezahteven; podcenjujoč;
rodilnik	rodilnik	samostalnik	1	sklon
skrček	skrčka	samostalnik	1	telovadna prvina
deaktivirati	deaktivirati	glagol	1	o eksplozivu
deaktivirati	deaktivirati	glagol	2	o napravi
deaktivirati	deaktivirati	glagol	3	v kemiji
škripčevje	škripčevje	samostalnik	1	sistem škripcev
čarovnik	čarovnik	samostalnik	1	pravljično bitje
čarovnik	čarovnik	samostalnik	2	umetniški poklic
čarovnik	čarovnik	samostalnik	3	sposoben človek
čarovnik	čarovnik	samostalnik	4	program
alkohol	alkohol	samostalnik	1	alkoholna pijača
alkohol	alkohol	samostalnik	2	kemična spojina
jamb	jamb	samostalnik	1	stopica
arhiviranje	arhiviranje	samostalnik	1	shranjevanje
arhiviranje	arhiviranje	samostalnik	2	o podatkih
arhiviranje	arhiviranje	samostalnik	3	o vinu
čeden	čeden	pridevnik	1	privlačen
čeden	čeden	pridevnik	2	o veliki količini
besneti	besneti	glagol	1	jeziti se
besneti	besneti	glagol	2	o pojavih
brezplačen	brezplačen	pridevnik	1	ki je zastonj
blago	blago	samostalnik	1	predmeti za prodajo
blag	blago	samostalnik	2	tkanina
anonimnost	anonimnost	samostalnik	1	odsotnost identitete
anonimnost	anonimnost	samostalnik	2	neuveljavljenost
anonimnost	anonimnost	samostalnik	3	neopaznost; pustost;
uglaševaleca	uglaševalec	samostalnik	1	poklic
armada	armada	samostalnik	1	vojska
armada	armada	samostalnik	2	velika skupina
savana	savana	samostalnik	1	tropska pokrajina
anoreksija	anoreksija	samostalnik	1	motnja hranjenja
avtoritativen	avtoritativen	pridevnik	1	odločen; vpliven;
avtoritativen	avtoritativen	pridevnik	2	zanesljiv; verodostojen;
avtoritativen	avtoritativen	pridevnik	3	diktatorski
financirati	financirati	glagol	1	zagotoviti denarna sredstva
biceps	biceps	samostalnik	1	mišica
informiranje	informiranje	samostalnik	1	obveščanje
avdicija	avdicija	samostalnik	1	nastop pred komisijo
vandalizem	vandalizem	samostalnik	1	namerno uničevalno dejanje
bonbon	bonbon	samostalnik	1	sladkarija
bazar	bazar	samostalnik	1	orientalska tržnica
bazar	bazar	samostalnik	2	prireditev
čistilka	čistilka	samostalnik	1	poklic
čistilka	čistilka	samostalnik	2	rastlina
barvast	barvast	pridevnik	1	ki je določene barve
barvast	barvast	pridevnik	2	različnih barv; pisan;
blaženost	blaženost	samostalnik	1	občutek sreče
blaženost	blaženost	samostalnik	2	o stanju po smrti
cvetličen	cvetličen	pridevnik	1	o cvetlicah
cvetličen	cvetličen	pridevnik	2	o barvi
preventiva	preventiva	samostalnik	1	preprečevanje
prozoren	prozoren	pridevnik	1	o predmetih in snoveh
prozoren	prozoren	pridevnik	2	o dejanjih
supermarket	supermarket	samostalnik	1	večja trgovina
ansambel	ansambel	samostalnik	1	skupina glasbenikov
ansambel	ansambel	samostalnik	2	skupina plesalcev ali igralcev
debelina	debelina	samostalnik	1	lastnost predmeta
primernik	primernik	samostalnik	1	oblika pridevnika
skladnja	skladnja	samostalnik	1	o organizaciji besed v stavke
litosfera	litosfera	samostalnik	1	zunanja plast planeta
karbon	karbon	samostalnik	1	trdna snov
karbon	karbon	samostalnik	2	geološka doba
avtonomija	avtonomija	samostalnik	1	samouprava
avtonomija	avtonomija	samostalnik	2	ozemlje s samoupravo
avtonomija	avtonomija	samostalnik	3	neodvisnost pri odločanju
avtonomija	avtonomija	samostalnik	4	o delovanju naprav
princ	princ	samostalnik	1	član vladarske družine
princ	princ	samostalnik	2	idealen moški
princ	princ	samostalnik	3	v pravljici
bibliografija	bibliografija	samostalnik	1	seznam del
cenzura	cenzura	samostalnik	1	o spornih vsebinah
nekropola	nekropola	samostalnik	1	grobišče
zelen	zelena	samostalnik	1	vrsta zelenjave
beluš	beluš	samostalnik	1	rastlina
učenjak	učenjak	samostalnik	1	učen človek; strokovnjak;
politeizem	politeizem	samostalnik	1	verovanje v več bogov
psihoterapija	psihoterapija	samostalnik	1	oblika zdravljenja
embalaža	embalaža	samostalnik	1	material za shranjevanje
embalaža	embalaža	samostalnik	2	zunanja podoba
violončelist	violončelist	samostalnik	1	glasbenik
črtica	črtica	samostalnik	1	majhna črta
črtica	črtica	samostalnik	2	kratko literarno delo
absurd	absurd	samostalnik	1	nesmisel
absurd	absurd	samostalnik	2	umetniško delo
akuten	akuten	pridevnik	1	o bolezni
akuten	akuten	pridevnik	2	o problemu
arhitektura	arhitektura	samostalnik	1	veda in dejavnost
arhitektura	arhitektura	samostalnik	2	o gradnji stavb
arhitektura	arhitektura	samostalnik	3	struktura; ureditev;
arhitektura	arhitektura	samostalnik	4	o sistemu
burja	burja	samostalnik	1	veter
atentator	atentator	samostalnik	1	napadalec
bolniški	bolniški	pridevnik	1	o bolniku
bolniški	bolniški	pridevnik	2	o bolnišnici
zlatnik	zlatnik	samostalnik	1	kovanec
čaroben	čaroben	pridevnik	1	ki ima nadnaravno moč
čaroben	čaroben	pridevnik	2	ki ima velik učinek
čaroben	čaroben	pridevnik	3	zelo lep
brezobziren	brezobziren	pridevnik	1	nesramen
brezobziren	brezobziren	pridevnik	2	neusmiljen; krut;
brezbarven	brezbarven	pridevnik	1	ki nima barve
brezbarven	brezbarven	pridevnik	2	bled
brezbarven	brezbarven	pridevnik	3	neizrazit; enoličen;
brezbarven	brezbarven	pridevnik	4	politično neopredeljen
alergičen	alergičen	pridevnik	1	o človeku
alergičen	alergičen	pridevnik	2	o obolenju
alergičen	alergičen	pridevnik	3	o odporu do česa
arhivski	arhivski	pridevnik	1	o ustanovi
arhivski	arhivski	pridevnik	2	o zbirki
arhivski	arhivski	pridevnik	3	o podatkih
arhivski	arhivski	pridevnik	4	star
broška	broška	samostalnik	1	nakit
kurikulum	kurikulum	samostalnik	1	učni načrt
tonik	tonika	samostalnik	1	stopnja v lestvici
članek	članek	samostalnik	1	krajše besedilo
akreditiran	akreditiran	pridevnik	1	uradno pooblaščen
curry	curry	samostalnik	1	mešanica začimb
curry	curry	samostalnik	2	azijska jed
benigen	benigen	pridevnik	1	nenevaren
benigen	benigen	pridevnik	2	neškodljiv
blondinka	blondinka	samostalnik	1	svetlolaska
paracetamol	paracetamol	samostalnik	1	protibolečinsko zdravilo
čaj	čaj	samostalnik	1	pijača; posušena zelišča;
čaj	čaj	samostalnik	2	rastlina
čaj	čaj	samostalnik	3	dogodek
brazda	brazda	samostalnik	1	dolg ozek rez v zemlji
brazda	brazda	samostalnik	2	guba na delu telesa
brazda	brazda	samostalnik	3	vdolbina
brazda	brazda	samostalnik	4	sled plovila
brazda	brazda	samostalnik	5	vrhnji del pestiča
brazda	brazda	samostalnik	6	zapis zvoka
brazda	brazda	samostalnik	7	o občutjih
bife	bife	samostalnik	1	gostinski lokal
bife	bife	samostalnik	2	pripravljena hrana
bife	bife	samostalnik	3	omarica za pijačo
tokat	tokata	samostalnik	1	vrsta glasbenega dela
bridko	bridko	prislov	1	žalostno; nesrečno;
bridko	bridko	prislov	2	močno; zelo;
parlamentarizem	parlamentarizem	samostalnik	1	oblika politične ureditve
trajekt	trajekt	samostalnik	1	plovilo
alkoholen	alkoholen	pridevnik	1	o pijači
alkoholen	alkoholen	pridevnik	2	o kemični spojini
čajnik	čajnik	samostalnik	1	posoda za pripravo čaja
sociolingvistik	sociolingvistika	samostalnik	1	veja jezikoslovja
ambiciozen	ambiciozen	pridevnik	1	ki želi uspeti
ambiciozen	ambiciozen	pridevnik	2	velikopotezen
hiteti	hiteti	glagol	1	pri dejavnosti
hiteti	hiteti	glagol	2	o premikanju
hiteti	hiteti	glagol	3	minevati
pogozdovanje	pogozdovanje	samostalnik	1	sajenje dreves
bankomat	bankomat	samostalnik	1	bančna naprava
briljanten	briljanten	pridevnik	1	izjemen
briljanten	briljanten	pridevnik	2	iz briljantov
briljanten	briljanten	pridevnik	3	bleščeč
viadukt	viadukt	samostalnik	1	most
bičati	bičati	glagol	1	udarjati z bičem
bičati	bičati	glagol	2	o naravnih pojavih
bičati	bičati	glagol	3	ostro kritizirati
brusiti	brusiti	glagol	1	površino
brusiti	brusiti	glagol	2	orodje; orožje;
brusiti	brusiti	glagol	3	del telesa
brusiti	brusiti	glagol	4	znanje; veščino;
častiti	častiti	glagol	1	izkazovati spoštovanje
premetanka	premetanka	samostalnik	1	uganka premešanja črk
središčnica	središčnica	samostalnik	1	vrednost
središčnica	središčnica	samostalnik	2	črta
središčnica	središčnica	samostalnik	3	faza igre
središčnic	središčnica	samostalnik	4	temeljni del
cviljenje	cviljenje	samostalnik	1	o oglašanju živali
cviljenje	cviljenje	samostalnik	2	o napravah ali predmetih
bobnati	bobnati	glagol	1	igrati bobne
bobnati	bobnati	glagol	2	udarjati
bobnati	bobnati	glagol	3	veliko govoriti
avtomatiziran	avtomatiziran	pridevnik	1	strojno voden
avtomatiziran	avtomatiziran	pridevnik	2	nezaveden; rutinski;
nikalnica	nikalnica	samostalnik	1	pri zanikanju
cedilo	cedilo	samostalnik	1	kuhinjski pripomoček
avtoriteta	avtoriteta	samostalnik	1	vpliv; moč;
avtoriteta	avtoriteta	samostalnik	2	priznan strokovnjak
avtoriteta	avtoriteta	samostalnik	3	oblast; vodstvo;
podnapis	podnapis	samostalnik	1	pri filmu
podnapis	podnapis	samostalnik	2	komentar; naslov;
aluzija	aluzija	samostalnik	1	namigovanje
cveteti	cveteti	glagol	1	pognati cvetove
cveteti	cveteti	glagol	2	o algah
cveteti	cveteti	glagol	3	prinašati dobiček
cveteti	cveteti	glagol	4	izgledati srečen
homon	homonim	samostalnik	1	o besedi
CD	CD	samostalnik	1	podatkovni medij
bakren	bakren	pridevnik	1	izdelan iz bakra
bakren	bakren	pridevnik	2	o barvi
aplikacija	aplikacija	samostalnik	1	računalniški program
aplikacija	aplikacija	samostalnik	2	uporaba v praksi
aplikacija	aplikacija	samostalnik	3	vnos v telo
aplikacija	aplikacija	samostalnik	4	izdelek iz blaga
debelost	debelost	samostalnik	1	prevelika telesna teža
debelost	debelost	samostalnik	2	širina; debelina;
vat	vat	samostalnik	1	enota za moč
geodezija	geodezija	samostalnik	1	veda
bresti	bresti	glagol	1	premikati se po razmočeni zemlji
bresti	bresti	glagol	2	spuščati se v težave
kari	kari	samostalnik	1	mešanica začimb
kari	kari	samostalnik	2	azijska jed
twist	twist	samostalnik	1	ples
twist	twist	samostalnik	2	vrsta glasbe
twist	twist	samostalnik	3	preobrat v razpletu
twist	twist	samostalnik	4	figura pri drsanju
twist	twist	samostalnik	5	pri jadranju
rešilec	rešilec	samostalnik	1	vozilo
terenec	terenec	samostalnik	1	avto
terenec	terenec	samostalnik	2	med NOB
terenec	terenec	samostalnik	3	kdor dela na terenu
starodobnik	starodobnik	samostalnik	1	vozilo
timpan	timpan	samostalnik	1	glasbilo
mediana	mediana	samostalnik	1	srednja vrednost
anonimen	anonimen	pridevnik	1	o neimenovanem avtorju
anonimen	anonimen	pridevnik	2	še neuveljavljen
anonimen	anonimen	pridevnik	3	ki zagotavlja skrito identiteto
anonimen	anonimen	pridevnik	4	neopazen
tsunami	tsunami	samostalnik	1	popotresni val
tsunami	tsunami	samostalnik	2	o negativnih dogodkih
forsirati	forsirati	glagol	1	dajati prednost
forsirati	forsirati	glagol	2	siliti
forsirati	forsirati	glagol	3	pretiravati
fejst	fejst	pridevnik	1	dober; krasen;
fejst	fejst	pridevnik	2	privlačen; postaven;
filmotek	filmoteka	samostalnik	1	zbirka filmov
filmotek	filmoteka	samostalnik	2	izposojevalnica filmov
izgnanec	izgnanec	samostalnik	1	kdor prisilno biva v tujini
meka	meka	samostalnik	1	središče dogajanja
dolgoprogašic	dolgoprogašica	samostalnik	1	v teku
dolgoprogašica	dolgoprogašica	samostalnik	2	v drugih športih
plešec	plešec	samostalnik	1	moški brez las
plešec	plešec	samostalnik	2	rastlina
plešec	plešec	samostalnik	3	vrsta jastreba
florentinec	florentinec	samostalnik	1	zrezek
florentinec	florentinec	samostalnik	2	golob
florentinec	florentinec	samostalnik	3	piškot
počitnikovat	počitnikovati	glagol	1	biti na počitnicah
telegram	telegram	samostalnik	1	sporočilo
kolaboracija	kolaboracija	samostalnik	1	sodelovanje s sovražnikom
kolaboracija	kolaboracija	samostalnik	2	sodelovanje
gruzinski	gruzinski	pridevnik	1	o Gruziji in Gruzincih
afront	afront	samostalnik	1	napad ali nasprotovanje
hokejist	hokejist	samostalnik	1	športnik
grafikon	grafikon	samostalnik	1	grafični prikaz
amazonka	amazonka	samostalnik	1	o mentalni ali fizični lastnosti
amazonka	amazonka	samostalnik	2	papiga
amazonka	amazonka	samostalnik	3	bojevnica
homoseksualec	homoseksualec	samostalnik	1	kdor je istospolno usmerjen
nagajiv	nagajiv	pridevnik	1	igriv
nagajiv	nagajiv	pridevnik	2	o nedisciplini
nagajiv	nagajiv	pridevnik	3	o spolnosti
nagajiv	nagajiv	pridevnik	4	o nevšečnosti
izrazoslovje	izrazoslovje	samostalnik	1	strokovni izrazi
izrazoslovje	izrazoslovje	samostalnik	2	veda
izrazoslovje	izrazoslovje	samostalnik	3	o izražanju
kit	kita	samostalnik	1	o laseh
kit	kita	samostalnik	2	pri mišicah
kita	kita	samostalnik	3	o izdelkih
metropola	metropola	samostalnik	1	glavno mesto
metropola	metropola	samostalnik	2	središče dejavnosti
izkoreniniti	izkoreniniti	glagol	1	o slabi stvari
izkoreniniti	izkoreniniti	glagol	2	o rastlini
naftar	naftar	samostalnik	1	o podjetju ali lastniku
jopič	jopič	samostalnik	1	oblačilo
kočnik	kočnik	samostalnik	1	zob
pokostnic	pokostnica	samostalnik	1	vezno tkivo na kosti
sramnic	sramnica	samostalnik	1	kost
sramnic	sramnica	samostalnik	2	spolovilo
brbončic	brbončica	samostalnik	1	del telesa
brbončic	brbončica	samostalnik	2	o okusu
zatilje	zatilje	samostalnik	1	del glave in vratu
genitalija	genitalije	samostalnik	1	spolovila
anus	anus	samostalnik	1	del telesa
krvnička	krvnička	samostalnik	1	krvna celica
zigota	zigota	samostalnik	1	oplojeno jajčece
iztegovalka	iztegovalka	samostalnik	1	mišica
zadnjik	zadnjik	samostalnik	1	del telesa
izpljunek	izpljunek	samostalnik	1	izloček iz ust
spojek	spojek	samostalnik	1	oplojeno jajčece
hokejistka	hokejistka	samostalnik	1	športnica
letak	letak	samostalnik	1	reklamni list
kronist	kronist	samostalnik	1	pisec kronik
prostata	prostata	samostalnik	1	žleza
zapisovalka	zapisovalka	samostalnik	1	ženska, ki kaj zapisuje
začarati	začarati	glagol	1	o nadnaravni moči
začarati	začarati	glagol	2	očarati; prevzeti;
začarati	začarati	glagol	3	o domišljijskem svetu
začarati	začarati	glagol	4	o veliki spremembi
začarati	začarati	glagol	5	o čarobni lepoti
začarati	začarati	glagol	6	izvajati trike
začarati	začarati	glagol	7	onemogočiti zadetek
izvedenec	izvedenec	samostalnik	1	strokovnjak
izvedenec	izvedenec	samostalnik	2	dober poznavalec
tunika	tunika	samostalnik	1	oblačilo
tunika	tunika	samostalnik	2	antično oblačilo
tunika	tunika	samostalnik	3	liturgično oblačilo
tunika	tunika	samostalnik	4	membrana
sečilo	sečila	samostalnik	1	sistem izločanja seča
prepucij	prepucij	samostalnik	1	koža na moškem spolnem udu
jajce	jajce	samostalnik	1	pri pticah in plazilcih
jajce	jajce	samostalnik	2	v kulinariki
jajce	jajce	samostalnik	3	predmet ovalne oblike
deng	denga	samostalnik	1	bolezen
študij	študija	samostalnik	1	raziskava
študij	študija	samostalnik	2	krajše znanstveno delo
študij	študija	samostalnik	3	risba
študij	študija	samostalnik	4	umetniški prikaz
antičen	antičen	pridevnik	1	o zgodovinskem obdobju
antičen	antičen	pridevnik	2	zelo star; zastarel;
jezikoven	jezikoven	pridevnik	1	o načinu izražanja
kroničen	kroničen	pridevnik	1	o bolezni in bolnikih
kroničen	kroničen	pridevnik	2	o problemu
ponoči	ponoči	prislov	1	čez noč
neposredno	neposredno	prislov	1	direktno
neposredno	neposredno	prislov	2	časovno blizu
neposredno	neposredno	prislov	3	o lokaciji
neposredno	neposredno	prislov	4	brez dodatnih nastopov
neposredno	neposredno	prislov	5	odkrito; iskreno;
neposredno	neposredno	prislov	6	v živo
neposredno	neposredno	prislov	7	brez vmesnega člena
atomski	atomski	pridevnik	1	o atomski energiji
atomski	atomski	pridevnik	2	o atomu
atomski	atomski	pridevnik	3	o nadpovprečnosti
celinski	celinski	pridevnik	1	o površju
celinski	celinski	pridevnik	2	o delu države ali regije
celinski	celinski	pridevnik	3	o geopolitičnem območju
kmetijski	kmetijski	pridevnik	1	o kmetijstvu
kontinent	kontinent	samostalnik	1	površina kopnega
letališče	letališče	samostalnik	1	o letalih
občutno	občutno	prislov	1	precej; znatno;
RNK	RNK	samostalnik	1	organska spojina
astronomski	astronomski	pridevnik	1	o opazovanju zvezd
astronomski	astronomski	pridevnik	2	zelo visok
atenski	atenski	pridevnik	1	o Atenah
dovoljen	dovoljen	pridevnik	1	o dovoljenju
dovoljen	dovoljen	pridevnik	2	o omejitvi
fosil	fosil	samostalnik	1	okamenina
fosil	fosil	samostalnik	2	o osebi
jugovzhod	jugovzhod	samostalnik	1	smer
jugovzhod	jugovzhod	samostalnik	2	območje
kraton	kraton	samostalnik	1	del celinske plošče
moto	moto	samostalnik	1	vodilo; načelo;
moto	moto	samostalnik	2	slogan
najeti	najeti	glagol	1	o prostoru ali vozilu
najeti	najeti	glagol	2	o ljudeh
najeti	najeti	glagol	3	o posojilu
očitno	očitno	prislov	1	vidno
očitno	očitno	prislov	2	domnevno
očitno	očitno	prislov	3	bolj
pomemben	pomembno	prislov	1	znatno
