iztočnica|besedna vrsta|številka pomena|indikator
alt|samostalnik|2|kdor poje alt
bordanje|samostalnik|1|deskanje na snegu
bordar|samostalnik|1|športnik
bordarka|samostalnik|1|športnica
korzet|samostalnik|1|oblačilo
kič|samostalnik|1|cenen izdelek
kič|samostalnik|2|o izumetničenosti nečesa
sence|samostalnik|1|del glave
ličnik|samostalnik|1|zob
modnik|samostalnik|1|del telesa
himen|samostalnik|1|del telesa
modo|samostalnik|1|spolna žleza
prsnica|samostalnik|1|kost
diafiza|samostalnik|1|del kosti
podlahtnica|samostalnik|1|kost
dovodnica|samostalnik|1|žila
dvanajstnik|samostalnik|1|organ
sapnica|samostalnik|1|cevka do pljuč
sečevod|samostalnik|1|cev do mehurja
larinks|samostalnik|1|grlo
pankreas|samostalnik|1|žleza
ekstremiteta|samostalnik|1|del telesa
hilus|samostalnik|1|del organa
peritonej|samostalnik|1|trebušna mrena
osrčnik|samostalnik|1|srčna membrana
poprsnica|samostalnik|1|prsna mrena
cilija|samostalnik|1|del celice
obščitnica|samostalnik|1|žleza
epidermis|samostalnik|1|del kože
epidermis|samostalnik|2|del rastline
gameta|samostalnik|1|spolna celica
upogibalka|samostalnik|1|mišica
gonada|samostalnik|1|spolna žleza
odmikalka|samostalnik|1|mišica
potrebušnica|samostalnik|1|trebušna mrena
primikalka|samostalnik|1|mišica
triceps|samostalnik|1|mišica
trebušna slinavka|samostalnik|1|žleza
bronhij|samostalnik|1|cevka do pljuč
zgagar|samostalnik|1|kdor povzroča neprijetnosti
električar|samostalnik|1|strokovnjak za elektriko
električar|samostalnik|2|izvajalec elektronske glasbe
električar|samostalnik|3|avto
električar|samostalnik|4|igralec kluba Elektra
temenica|samostalnik|1|kost
trtica|samostalnik|1|kost
ščitnica|samostalnik|1|žleza
talamus|samostalnik|1|del možganov
lojnica|samostalnik|1|žleza
dekolte|samostalnik|1|del prsi
dekolte|samostalnik|2|o obleki
mečnica|samostalnik|1|kost
obsečnica|samostalnik|1|žleza
epifiza|samostalnik|1|žleza
epifiza|samostalnik|2|del kosti
temenice|samostalnik|1|kožno vnetje
dimeljnica|samostalnik|1|kost
češarika|samostalnik|1|žleza
zelenjavar|samostalnik|1|pridelovalec zelenjave
zelenjavar|samostalnik|2|prodajalec zelenjave
zelenjavar|samostalnik|3|kdor ima rad zelenjavo
večer|samostalnik|1|del dneva
večer|samostalnik|2|družaben dogodek
dojenček|samostalnik|1|majhen otrok
dojenček|samostalnik|2|igrača
dojenček|samostalnik|3|o začetni fazi
dojenček|samostalnik|4|nezrel človek
hlače|samostalnik|1|oblačilo
mladoletnik|samostalnik|1|kdor je mladoleten
dumping|samostalnik|1|prodajanje pod ceno
puli|samostalnik|1|oblačilo
puli|samostalnik|2|pes
turban|samostalnik|1|tradicionalno moško pokrivalo
turban|samostalnik|2|žensko pokrivalo
turban|samostalnik|3|o obliki
pihalo|samostalnik|1|glasbilo
pihalo|samostalnik|2|glasbenik
plenilski|pridevnik|1|o živalih
plenilski|pridevnik|2|o roparjih ali ropanju
plenilski|pridevnik|3|izkoriščevalski
gate|samostalnik|1|spodnje hlače
uniforma|samostalnik|1|uradno oblačilo
uniforma|samostalnik|2|oseba v uniformi
surfanje|samostalnik|1|vodni šport
surfanje|samostalnik|2|brskanje po spletu
cviliti|glagol|1|o ljudeh in živalih
cviliti|glagol|2|o napravah in predmetih
cviliti|glagol|3|tarnati
cviliti|glagol|4|o glasbilih
dolgočasnež|samostalnik|1|kdor je nezanimiv
živčnež|samostalnik|1|živčen človek
živčnež|samostalnik|2|nepotrpežljiv človek
žlica|samostalnik|1|del jedilnega pribora
žlica|samostalnik|2|merska enota
žlica|samostalnik|3|za obuvanje čevljev
žlica|samostalnik|4|del stroja
ženšče|samostalnik|1|ženska
empiričen|pridevnik|1|izkustven
strešnik|samostalnik|1|strešni element
halja|samostalnik|1|oblačilo
eritrocit|samostalnik|1|krvna celica
novinarstvo|samostalnik|1|dejavnost
čestitati|glagol|1|izraziti lepe želje
čednost|samostalnik|1|karakterna lastnost
čednost|samostalnik|2|lepota
blokirati|glagol|1|zapreti prehod
blokirati|glagol|2|ustaviti
blokirati|glagol|3|o napravah
blokirati|glagol|4|preprečiti izvedbo
blokirati|glagol|5|preprečiti delovanje
blokirati|glagol|6|onemogočiti uporabo
cigan|samostalnik|1|Rom
cigan|samostalnik|2|podlež; lopov;
saksofon|samostalnik|1|glasbilo
saksofon|samostalnik|2|igranje saksofona
saksofon|samostalnik|3|glasbenik
padalec|samostalnik|1|o padalstvu
padalec|samostalnik|2|vojak
padalec|samostalnik|3|kdor se pojavi nepričakovano
deskanje|samostalnik|1|zimski šport
deskanje|samostalnik|2|vodni šport
deskanje|samostalnik|3|brskanje po spletu
diskriminacija|samostalnik|1|nepravična obravnava ljudi
fermentacija|samostalnik|1|biokemijski proces
telovnik|samostalnik|1|oblačilo
šah|samostalnik|1|namizna igra
šah|samostalnik|2|šahovska garnitura
šah|samostalnik|3|položaj v igri
šah|samostalnik|4|vladarski naslov
datljevec|samostalnik|1|drevo
surfar|samostalnik|1|športnik
surfar|samostalnik|2|kdor brska po spletu
surfer|samostalnik|1|športnik
surfer|samostalnik|2|kdor brska po spletu
surferka|samostalnik|1|športnica
surferka|samostalnik|2|ženska, ki brska po spletu
prior|samostalnik|1|predstojnik samostana
osončje|samostalnik|1|planetarni sistem
kiparka|samostalnik|1|umetnica
parfum|samostalnik|1|kozmetično sredstvo
piflar|samostalnik|1|marljiv šolar
piflar|samostalnik|2|kdor se rad uči in raziskuje
piflar|samostalnik|3|kdor se uči na pamet
alimenti|samostalnik|1|preživnina
gornik|samostalnik|1|grm
gornik|samostalnik|2|veter
aerodinamika|samostalnik|1|fizikalna lastnost
aerodinamika|samostalnik|2|veda
kerling|samostalnik|1|športna igra
zborovodja|samostalnik|1|vodja pevskega zbora
računovodja|samostalnik|1|ženska, ki vodi račune
aga|samostalnik|1|vrsta žabe
prezbiterij|samostalnik|1|del cerkve
bivalen|pridevnik|1|o pogojih za bivanje
bivalen|pridevnik|2|namenjen bivanju
polkovnik|samostalnik|1|vojaški čin
sklanjati|glagol|1|o glavi
sklanjati|glagol|2|o rastlini
sklanjati|glagol|3|spreminjati končnice besede
cilinder|samostalnik|1|del stroja
cilinder|samostalnik|2|moško pokrivalo
cilinder|samostalnik|3|del petrolejske svetilke
cilinder|samostalnik|4|del ključavnice
avtomobilski|pridevnik|1|o avtomobilih
boleti|glagol|1|o telesni bolečini
boleti|glagol|2|o duševni bolečini
barvica|samostalnik|1|barvni svinčnik
barvica|samostalnik|2|ličilo
naglušen|pridevnik|1|ki ima okvaro sluha
saharin|samostalnik|1|umetno sladilo
obločnica|samostalnik|1|svetilka
bajka|samostalnik|1|pripovedka
bajka|samostalnik|2|izmišljotina
hladilnik|samostalnik|1|gospodinjski aparat
hladilnik|samostalnik|2|naprava za hlajenje
taoizem|samostalnik|1|filozofska smer in religija
CD-predvajalnik|samostalnik|1|naprava
bluza|samostalnik|1|oblačilo
avtomatičen|pridevnik|1|o napravah
avtomatičen|pridevnik|2|vnaprej določen
avtomatičen|pridevnik|3|nezaveden; refleksen;
blebetati|glagol|1|nesmiselno govoriti
brezglavo|prislov|1|nepremišljeno
trohej|samostalnik|1|vrsta ritma
blažen|pridevnik|1|srečen
blažen|pridevnik|2|razglašen za zveličanega
blažen|pridevnik|3|blagoslovljen
bucika|samostalnik|1|igla z glavico
argument|samostalnik|1|utemeljen razlog
argument|samostalnik|2|neodvisna spremenljivka
sodar|samostalnik|1|izdelovalec sodov
razvodje|samostalnik|1|ozemlje med porečji
atentat|samostalnik|1|napad
atentat|samostalnik|2|kritiziranje
vetrovnica|samostalnik|1|pri kompasu
sarkazem|samostalnik|1|raba zbadljivih pripomb
trombonist|samostalnik|1|glasbenik
agraren|pridevnik|1|poljedelski
saksofonist|samostalnik|1|glasbenik
čelo|samostalnik|1|glasbilo
čelo|samostalnik|2|igranje čela
čelo|samostalnik|3|kdor igra čelo
cigareta|samostalnik|1|zvitek tobaka
veseloigra|samostalnik|1|gledališka igra
blesteti|glagol|1|biti zelo uspešen
blesteti|glagol|2|biti zadovoljen; biti ponosen;
davek|samostalnik|1|denarna dajatev
davek|samostalnik|2|negativne posledice
črtast|pridevnik|1|ki ima vzorec v obliki črt
barvit|pridevnik|1|različnih barv; pisan;
barvit|pridevnik|2|raznolik
ambicija|samostalnik|1|želja po uspehu
oksimoron|samostalnik|1|o nesmiselnem izrazu
oksimoron|samostalnik|2|o nelogični izjavi
peščenjak|samostalnik|1|kamnina
hugenot|samostalnik|1|francoski protestant
bojkotirati|glagol|1|ne udeležiti se
bojkotirati|glagol|2|ne kupovati
bojkotirati|glagol|3|prekiniti sodelovanje
aranžma|samostalnik|1|turistična ponudba
aranžma|samostalnik|2|ureditev cvetja
aranžma|samostalnik|3|priredba
aranžma|samostalnik|4|sporazum
NATO|samostalnik|1|mednarodna organizacija
faktura|samostalnik|1|račun
faktura|samostalnik|2|zgradba umetniškega dela
komutator|samostalnik|1|del stroja
adaptacija|samostalnik|1|prenova stavbe
adaptacija|samostalnik|2|priredba
adaptacija|samostalnik|3|prilagoditev
atest|samostalnik|1|potrdilo
atest|samostalnik|2|preizkus ustreznosti
gospodinjstvo|samostalnik|1|dom; hišna opravila;
gospodinjstvo|samostalnik|2|učni predmet
gospodinjstvo|samostalnik|3|stanovanjska enota
bala|samostalnik|1|stisnjena krma
bala|samostalnik|2|nevestina oprema
arhiv|samostalnik|1|ustanova
arhiv|samostalnik|2|zbirka
arhiv|samostalnik|3|o hrambi datotek
arhiv|samostalnik|4|prostor za hranjenje vin
arbiter|samostalnik|1|razsodnik
arbiter|samostalnik|2|avtoriteta
anatomija|samostalnik|1|znanstvena veda
anatomija|samostalnik|2|zgradba telesa
čajanka|samostalnik|1|kulturna prireditev
čajanka|samostalnik|2|popoldansko pitje čaja
adolescenca|samostalnik|1|odraščanje
cvetica|samostalnik|1|rastlina s cvetom
cvetica|samostalnik|2|aroma vina
broširan|pridevnik|1|mehko vezan
arheolog|samostalnik|1|strokovnjak za arheologijo
polkovina|samostalnik|1|vrsta kemijskega elementa
avtonomen|pridevnik|1|ki ima politično samoupravo
avtonomen|pridevnik|2|samostojen; neodvisen;
avtonomen|pridevnik|3|o stroju ali napravi
čajnica|samostalnik|1|gostinski lokal
abstraktno|prislov|1|miselno; predstavno;
abstraktno|prislov|2|nejasno; nenazorno;
brat|samostalnik|1|sorodnik
brat|samostalnik|2|pripadnik skupine
brat|samostalnik|3|pripadnik verskega reda
brat|samostalnik|4|sorodna stvar
oktaeder|samostalnik|1|geometrijsko telo
čelada|samostalnik|1|zaščitno pokrivalo
cvet|samostalnik|1|del rastline
cvet|samostalnik|2|cvetlica; roža;
cvet|samostalnik|3|najboljši del
nekrolog|samostalnik|1|članek o umrli osebi
avokado|samostalnik|1|sadež
aorta|samostalnik|1|žila
brizgalka|samostalnik|1|v zdravstvu
brizgalka|samostalnik|2|naprava za brizganje vode
brizgalka|samostalnik|3|slaščičarski pripomoček
železobeton|samostalnik|1|gradbeni material
avtoritaren|pridevnik|1|diktatorski
avtoritaren|pridevnik|2|ukazovalen
civilist|samostalnik|1|nevojak
sinagoga|samostalnik|1|verski objekt
gozdarstvo|samostalnik|1|veda in panoga
bilka|samostalnik|1|rastlinsko steblo
barvitost|samostalnik|1|barvna raznolikost
barvitost|samostalnik|2|pestrost; značilnost;
peteroboj|samostalnik|1|tekmovanje v petih panogah
arheološki|pridevnik|1|o arheologiji
tovarnar|samostalnik|1|lastnik tovarne
pavka|samostalnik|1|glasbilo
avtomatično|prislov|1|vnaprej določeno
avtomatično|prislov|2|samodejno
avtomatično|prislov|3|nezavedno; refleksno;
tvist|samostalnik|1|ples
tvist|samostalnik|2|vrsta glasbe
tvist|samostalnik|3|preobrat
tvist|samostalnik|4|razpršeni zgledi - možni pomeni
absurdnost|samostalnik|1|nesmiselnost
absurdnost|samostalnik|2|smešnost
sokot|samostalnik|1|vrsta kota
avto|samostalnik|1|prevozno sredstvo
voltmeter|samostalnik|1|merilna naprava
belina|samostalnik|1|bela barva
belina|samostalnik|2|kar je bele barve
belina|samostalnik|3|o nastavitvah
funkcionar|samostalnik|1|uradnik
mecen|samostalnik|1|finančni podpornik
nadglavišče|samostalnik|1|o točki na nebu
scenograf|samostalnik|1|oblikovalec scene
ciklus|samostalnik|1|obdobje
ciklus|samostalnik|2|o umetniških delih
terakota|samostalnik|1|vrsta lončenine
neolitik|samostalnik|1|obdobje prazgodovine
jedek|pridevnik|1|ki razjeda
jedek|pridevnik|2|intenziven; oster;
jedek|pridevnik|3|zajedljiv; piker;
badminton|samostalnik|1|šport
cunami|samostalnik|1|popotresni val
cunami|samostalnik|2|o negativnih dogodkih
klavzula|samostalnik|1|določba v pogodbi
aerodinamičen|pridevnik|1|učinkovit pri gibanju skozi zrak
avtomobil|samostalnik|1|prevozno sredstvo
slovar|samostalnik|1|jezikovni priročnik
slovar|samostalnik|2|besedišče
častiti|glagol|1|povabiti in plačati račun
bolnišnica|samostalnik|1|zdravstvena ustanova
česati|glagol|1|urejati lase ali dlako
česati|glagol|2|o vlaknih
česati|glagol|3|temeljito preiskovati
trzalica|samostalnik|1|pripomoček za igranje kitare
cikličen|pridevnik|1|ponavljajoč
cikličen|pridevnik|2|vsebinsko povezan v celoto
cikličen|pridevnik|3|o spojini
cikličen|pridevnik|4|iz več povezanih stavkov
agonija|samostalnik|1|umiranje
agonija|samostalnik|2|težavno obdobje
arheologija|samostalnik|1|znanstvena veda
trobentar|samostalnik|1|glasbenik
čebula|samostalnik|1|rastlina
čistilec|samostalnik|1|kdor se ukvarja s čiščenjem
čistilec|samostalnik|2|naprava
čistilec|samostalnik|3|rastlina
cenen|pridevnik|1|poceni
cenen|pridevnik|2|slabše kakovosti
cenen|pridevnik|3|nezahteven; podcenjujoč;
rodilnik|samostalnik|1|sklon
skrčka|samostalnik|1|telovadna prvina
deaktivirati|glagol|1|o eksplozivu
deaktivirati|glagol|2|o napravi
deaktivirati|glagol|3|v kemiji
škripčevje|samostalnik|1|sistem škripcev
čarovnik|samostalnik|1|pravljično bitje
čarovnik|samostalnik|2|umetniški poklic
čarovnik|samostalnik|3|sposoben človek
čarovnik|samostalnik|4|program
alkohol|samostalnik|1|alkoholna pijača
alkohol|samostalnik|2|kemična spojina
jamb|samostalnik|1|stopica
arhiviranje|samostalnik|1|shranjevanje
arhiviranje|samostalnik|2|o podatkih
arhiviranje|samostalnik|3|o vinu
čeden|pridevnik|1|privlačen
čeden|pridevnik|2|o veliki količini
besneti|glagol|1|jeziti se
besneti|glagol|2|o pojavih
brezplačen|pridevnik|1|ki je zastonj
blago|samostalnik|1|predmeti za prodajo
blago|samostalnik|2|tkanina
anonimnost|samostalnik|1|odsotnost identitete
anonimnost|samostalnik|2|neuveljavljenost
anonimnost|samostalnik|3|neopaznost; pustost;
uglaševalec|samostalnik|1|poklic
armada|samostalnik|1|vojska
armada|samostalnik|2|velika skupina
savana|samostalnik|1|tropska pokrajina
anoreksija|samostalnik|1|motnja hranjenja
avtoritativen|pridevnik|1|odločen; vpliven;
avtoritativen|pridevnik|2|zanesljiv; verodostojen;
avtoritativen|pridevnik|3|diktatorski
financirati|glagol|1|zagotoviti denarna sredstva
biceps|samostalnik|1|mišica
informiranje|samostalnik|1|obveščanje
avdicija|samostalnik|1|nastop pred komisijo
vandalizem|samostalnik|1|namerno uničevalno dejanje
bonbon|samostalnik|1|sladkarija
bazar|samostalnik|1|orientalska tržnica
bazar|samostalnik|2|prireditev
čistilka|samostalnik|1|poklic
čistilka|samostalnik|2|rastlina
barvast|pridevnik|1|ki je določene barve
barvast|pridevnik|2|različnih barv; pisan;
blaženost|samostalnik|1|občutek sreče
blaženost|samostalnik|2|o stanju po smrti
cvetličen|pridevnik|1|o cvetlicah
cvetličen|pridevnik|2|o barvi
preventiva|samostalnik|1|preprečevanje
prozoren|pridevnik|1|o predmetih in snoveh
prozoren|pridevnik|2|o dejanjih
supermarket|samostalnik|1|večja trgovina
ansambel|samostalnik|1|skupina glasbenikov
ansambel|samostalnik|2|skupina plesalcev ali igralcev
debelina|samostalnik|1|lastnost predmeta
primernik|samostalnik|1|oblika pridevnika
skladnja|samostalnik|1|o organizaciji besed v stavke
litosfera|samostalnik|1|zunanja plast planeta
karbon|samostalnik|1|trdna snov
karbon|samostalnik|2|geološka doba
avtonomija|samostalnik|1|samouprava
avtonomija|samostalnik|2|ozemlje s samoupravo
avtonomija|samostalnik|3|neodvisnost pri odločanju
avtonomija|samostalnik|4|o delovanju naprav
princ|samostalnik|1|član vladarske družine
princ|samostalnik|2|idealen moški
princ|samostalnik|3|v pravljici
bibliografija|samostalnik|1|seznam del
cenzura|samostalnik|1|o spornih vsebinah
nekropola|samostalnik|1|grobišče
zelena|samostalnik|1|vrsta zelenjave
beluš|samostalnik|1|rastlina
učenjak|samostalnik|1|učen človek; strokovnjak;
politeizem|samostalnik|1|verovanje v več bogov
psihoterapija|samostalnik|1|oblika zdravljenja
embalaža|samostalnik|1|material za shranjevanje
embalaža|samostalnik|2|zunanja podoba
violončelist|samostalnik|1|glasbenik
črtica|samostalnik|1|majhna črta
črtica|samostalnik|2|kratko literarno delo
absurd|samostalnik|1|nesmisel
absurd|samostalnik|2|umetniško delo
akuten|pridevnik|1|o bolezni
akuten|pridevnik|2|o problemu
arhitektura|samostalnik|1|veda in dejavnost
arhitektura|samostalnik|2|o gradnji stavb
arhitektura|samostalnik|3|struktura; ureditev;
arhitektura|samostalnik|4|o sistemu
burja|samostalnik|1|veter
atentator|samostalnik|1|napadalec
bolniški|pridevnik|1|o bolniku
bolniški|pridevnik|2|o bolnišnici
zlatnik|samostalnik|1|kovanec
čaroben|pridevnik|1|ki ima nadnaravno moč
čaroben|pridevnik|2|ki ima velik učinek
čaroben|pridevnik|3|zelo lep
brezobziren|pridevnik|1|nesramen
brezobziren|pridevnik|2|neusmiljen; krut;
brezbarven|pridevnik|1|ki nima barve
brezbarven|pridevnik|2|bled
brezbarven|pridevnik|3|neizrazit; enoličen;
brezbarven|pridevnik|4|politično neopredeljen
alergičen|pridevnik|1|o človeku
alergičen|pridevnik|2|o obolenju
alergičen|pridevnik|3|o odporu do česa
arhivski|pridevnik|1|o ustanovi
arhivski|pridevnik|2|o zbirki
arhivski|pridevnik|3|o podatkih
arhivski|pridevnik|4|star
broška|samostalnik|1|nakit
kurikulum|samostalnik|1|učni načrt
tonika|samostalnik|1|stopnja v lestvici
članek|samostalnik|1|krajše besedilo
akreditiran|pridevnik|1|uradno pooblaščen
curry|samostalnik|1|mešanica začimb
curry|samostalnik|2|azijska jed
benigen|pridevnik|1|nenevaren
benigen|pridevnik|2|neškodljiv
blondinka|samostalnik|1|svetlolaska
paracetamol|samostalnik|1|protibolečinsko zdravilo
čaj|samostalnik|1|pijača; posušena zelišča;
čaj|samostalnik|2|rastlina
čaj|samostalnik|3|dogodek
brazda|samostalnik|1|dolg ozek rez v zemlji
brazda|samostalnik|2|guba na delu telesa
brazda|samostalnik|3|vdolbina
brazda|samostalnik|4|sled plovila
brazda|samostalnik|5|vrhnji del pestiča
brazda|samostalnik|6|zapis zvoka
brazda|samostalnik|7|o občutjih
bife|samostalnik|1|gostinski lokal
bife|samostalnik|2|pripravljena hrana
bife|samostalnik|3|omarica za pijačo
tokata|samostalnik|1|vrsta glasbenega dela
bridko|prislov|1|žalostno; nesrečno;
bridko|prislov|2|močno; zelo;
parlamentarizem|samostalnik|1|oblika politične ureditve
trajekt|samostalnik|1|plovilo
alkoholen|pridevnik|1|o pijači
alkoholen|pridevnik|2|o kemični spojini
čajnik|samostalnik|1|posoda za pripravo čaja
sociolingvistika|samostalnik|1|veja jezikoslovja
ambiciozen|pridevnik|1|ki želi uspeti
ambiciozen|pridevnik|2|velikopotezen
hiteti|glagol|1|pri dejavnosti
hiteti|glagol|2|o premikanju
hiteti|glagol|3|minevati
pogozdovanje|samostalnik|1|sajenje dreves
bankomat|samostalnik|1|bančna naprava
briljanten|pridevnik|1|izjemen
briljanten|pridevnik|2|iz briljantov
briljanten|pridevnik|3|bleščeč
viadukt|samostalnik|1|most
bičati|glagol|1|udarjati z bičem
bičati|glagol|2|o naravnih pojavih
bičati|glagol|3|ostro kritizirati
brusiti|glagol|1|površino
brusiti|glagol|2|orodje; orožje;
brusiti|glagol|3|del telesa
brusiti|glagol|4|znanje; veščino;
častiti|glagol|1|izkazovati spoštovanje
premetanka|samostalnik|1|uganka premešanja črk
središčnica|samostalnik|1|vrednost
središčnica|samostalnik|2|črta
središčnica|samostalnik|3|faza igre
središčnica|samostalnik|4|temeljni del
cviljenje|samostalnik|1|o oglašanju živali
cviljenje|samostalnik|2|o napravah ali predmetih
bobnati|glagol|1|igrati bobne
bobnati|glagol|2|udarjati
bobnati|glagol|3|veliko govoriti
avtomatiziran|pridevnik|1|strojno voden
avtomatiziran|pridevnik|2|nezaveden; rutinski;
nikalnica|samostalnik|1|pri zanikanju
cedilo|samostalnik|1|kuhinjski pripomoček
avtoriteta|samostalnik|1|vpliv; moč;
avtoriteta|samostalnik|2|priznan strokovnjak
avtoriteta|samostalnik|3|oblast; vodstvo;
podnapis|samostalnik|1|pri filmu
podnapis|samostalnik|2|komentar; naslov;
aluzija|samostalnik|1|namigovanje
cveteti|glagol|1|pognati cvetove
cveteti|glagol|2|o algah
cveteti|glagol|3|prinašati dobiček
cveteti|glagol|4|izgledati srečen
homonim|samostalnik|1|o besedi
CD-ROM|samostalnik|1|podatkovni medij
bakren|pridevnik|1|izdelan iz bakra
bakren|pridevnik|2|o barvi
aplikacija|samostalnik|1|računalniški program
aplikacija|samostalnik|2|uporaba v praksi
aplikacija|samostalnik|3|vnos v telo
aplikacija|samostalnik|4|izdelek iz blaga
debelost|samostalnik|1|prevelika telesna teža
debelost|samostalnik|2|širina; debelina;
vat|samostalnik|1|enota za moč
geodezija|samostalnik|1|veda
bresti|glagol|1|premikati se po razmočeni zemlji
bresti|glagol|2|spuščati se v težave
kari|samostalnik|1|mešanica začimb
kari|samostalnik|2|azijska jed
twist|samostalnik|1|ples
twist|samostalnik|2|vrsta glasbe
twist|samostalnik|3|preobrat v razpletu
twist|samostalnik|4|figura pri drsanju
twist|samostalnik|5|pri jadranju
rešilec|samostalnik|1|vozilo
terenec|samostalnik|1|avto
terenec|samostalnik|2|med NOB
terenec|samostalnik|3|kdor dela na terenu
starodobnik|samostalnik|1|vozilo
timpan|samostalnik|1|glasbilo
mediana|samostalnik|1|srednja vrednost
anonimen|pridevnik|1|o neimenovanem avtorju
anonimen|pridevnik|2|še neuveljavljen
anonimen|pridevnik|3|ki zagotavlja skrito identiteto
anonimen|pridevnik|4|neopazen
tsunami|samostalnik|1|popotresni val
tsunami|samostalnik|2|o negativnih dogodkih
forsirati|glagol|1|dajati prednost
forsirati|glagol|2|siliti
forsirati|glagol|3|pretiravati
fejst|pridevnik|1|dober; krasen;
fejst|pridevnik|2|privlačen; postaven;
filmoteka|samostalnik|1|zbirka filmov
filmoteka|samostalnik|2|izposojevalnica filmov
izgnanec|samostalnik|1|kdor prisilno biva v tujini
meka|samostalnik|1|središče dogajanja
dolgoprogašica|samostalnik|1|v teku
dolgoprogašica|samostalnik|2|v drugih športih
plešec|samostalnik|1|moški brez las
plešec|samostalnik|2|rastlina
plešec|samostalnik|3|vrsta jastreba
florentinec|samostalnik|1|zrezek
florentinec|samostalnik|2|golob
florentinec|samostalnik|3|piškot
počitnikovati|glagol|1|biti na počitnicah
telegram|samostalnik|1|sporočilo
kolaboracija|samostalnik|1|sodelovanje s sovražnikom
kolaboracija|samostalnik|2|sodelovanje
gruzinski|pridevnik|1|o Gruziji in Gruzincih
afront|samostalnik|1|napad ali nasprotovanje
hokejist|samostalnik|1|športnik
grafikon|samostalnik|1|grafični prikaz
amazonka|samostalnik|1|o mentalni ali fizični lastnosti
amazonka|samostalnik|2|papiga
amazonka|samostalnik|3|bojevnica
homoseksualec|samostalnik|1|kdor je istospolno usmerjen
nagajiv|pridevnik|1|igriv
nagajiv|pridevnik|2|o nedisciplini
nagajiv|pridevnik|3|o spolnosti
nagajiv|pridevnik|4|o nevšečnosti
izrazoslovje|samostalnik|1|strokovni izrazi
izrazoslovje|samostalnik|2|veda
izrazoslovje|samostalnik|3|o izražanju
kita|samostalnik|1|o laseh
kita|samostalnik|2|pri mišicah
kita|samostalnik|3|o izdelkih
metropola|samostalnik|1|glavno mesto
metropola|samostalnik|2|središče dejavnosti
izkoreniniti|glagol|1|o slabi stvari
izkoreniniti|glagol|2|o rastlini
naftar|samostalnik|1|o podjetju ali lastniku
jopič|samostalnik|1|oblačilo
kočnik|samostalnik|1|zob
pokostnica|samostalnik|1|vezno tkivo na kosti
sramnica|samostalnik|1|kost
sramnica|samostalnik|2|spolovilo
brbončica|samostalnik|1|del telesa
brbončica|samostalnik|2|o okusu
zatilje|samostalnik|1|del glave in vratu
genitalije|samostalnik|1|spolovila
anus|samostalnik|1|del telesa
krvnička|samostalnik|1|krvna celica
zigota|samostalnik|1|oplojeno jajčece
iztegovalka|samostalnik|1|mišica
zadnjik|samostalnik|1|del telesa
izpljunek|samostalnik|1|izloček iz ust
spojek|samostalnik|1|oplojeno jajčece
hokejistka|samostalnik|1|športnica
letak|samostalnik|1|reklamni list
kronist|samostalnik|1|pisec kronik
prostata|samostalnik|1|žleza
zapisovalka|samostalnik|1|ženska, ki kaj zapisuje
začarati|glagol|1|o nadnaravni moči
začarati|glagol|2|očarati; prevzeti;
začarati|glagol|3|o domišljijskem svetu
začarati|glagol|4|o veliki spremembi
začarati|glagol|5|o čarobni lepoti
začarati|glagol|6|izvajati trike
začarati|glagol|7|onemogočiti zadetek
izvedenec|samostalnik|1|strokovnjak
izvedenec|samostalnik|2|dober poznavalec
tunika|samostalnik|1|oblačilo
tunika|samostalnik|2|antično oblačilo
tunika|samostalnik|3|liturgično oblačilo
tunika|samostalnik|4|membrana
sečila|samostalnik|1|sistem izločanja seča
prepucij|samostalnik|1|koža na moškem spolnem udu
jajce|samostalnik|1|pri pticah in plazilcih
jajce|samostalnik|2|v kulinariki
jajce|samostalnik|3|predmet ovalne oblike
denga|samostalnik|1|bolezen
študija|samostalnik|1|raziskava
študija|samostalnik|2|krajše znanstveno delo
študija|samostalnik|3|risba
študija|samostalnik|4|umetniški prikaz
antičen|pridevnik|1|o zgodovinskem obdobju
antičen|pridevnik|2|zelo star; zastarel;
jezikoven|pridevnik|1|o načinu izražanja
kroničen|pridevnik|1|o bolezni in bolnikih
kroničen|pridevnik|2|o problemu
ponoči|prislov|1|čez noč
neposredno|prislov|1|direktno
neposredno|prislov|2|časovno blizu
neposredno|prislov|3|o lokaciji
neposredno|prislov|4|brez dodatnih nastopov
neposredno|prislov|5|odkrito; iskreno;
neposredno|prislov|6|v živo
neposredno|prislov|7|brez vmesnega člena
atomski|pridevnik|1|o atomski energiji
atomski|pridevnik|2|o atomu
atomski|pridevnik|3|o nadpovprečnosti
celinski|pridevnik|1|o površju
celinski|pridevnik|2|o delu države ali regije
celinski|pridevnik|3|o geopolitičnem območju
kmetijski|pridevnik|1|o kmetijstvu
kontinent|samostalnik|1|površina kopnega
letališče|samostalnik|1|o letalih
občutno|prislov|1|precej; znatno;
RNK|samostalnik|1|organska spojina
astronomski|pridevnik|1|o opazovanju zvezd
astronomski|pridevnik|2|zelo visok
atenski|pridevnik|1|o Atenah
dovoljen|pridevnik|1|o dovoljenju
dovoljen|pridevnik|2|o omejitvi
fosil|samostalnik|1|okamenina
fosil|samostalnik|2|o osebi
jugovzhod|samostalnik|1|smer
jugovzhod|samostalnik|2|območje
kraton|samostalnik|1|del celinske plošče
moto|samostalnik|1|vodilo; načelo;
